,Product name,Prices,Seller Name,URL,Product Code,IMG
0,Tobot Robot Car Toys for Boys mainan kanak kanak,17.50,irfanzaki1977,https://shopee.com.my/Tobot-Robot-Car-Toys-for-Boys-mainan-kanak-kanak-i.44101375.4628796080,i.44101375.4628796080,"=HYPERLINK(""https://cf.shopee.com.my/file/202fae98ebd57aea84ef2d40de8bbd43"")"
1,Tobot Mari Mewarna Buku 3,2.99,kkdbooks,https://shopee.com.my/Tobot-Mari-Mewarna-Buku-3-i.38281806.4637835022,i.38281806.4637835022,"=HYPERLINK(""https://cf.shopee.com.my/file/4e1f062956f8f6dadbbce58cb44a5505"")"
2,Jom Mewarna (Adventure Tobot) (TB1B 3),3.99,bje2007,https://shopee.com.my/Jom-Mewarna-(Adventure-Tobot)-(TB1B-3)-i.117462309.4608182708,i.117462309.4608182708,"=HYPERLINK(""https://cf.shopee.com.my/file/91a96b91302cf2c35f466a488528a04c"")"
3,Tobot Children's Panties 400,12.66 - 13.59,mbfashion_onlineshop.my,https://shopee.com.my/Tobot-Children's-Panties-400-i.282473383.4642680164,i.282473383.4642680164,"=HYPERLINK(""https://cf.shopee.com.my/file/05908b9461d54ef8446048363a10529b"")"
4,Songkok cap child of Tobot character,16.30,gerbangtuju.my,https://shopee.com.my/Songkok-cap-child-of-Tobot-character-i.273302256.4638319583,i.273302256.4638319583,"=HYPERLINK(""https://cf.shopee.com.my/file/a09b4aa3a8c1d3ca4d32cbf2dae14ba3"")"
5,Tobot Animation Episode 12 16 Children Animation Series DVD,17.00,discplayer,https://shopee.com.my/Tobot-Animation-Episode-12-16-Children-Animation-Series-DVD-i.18162784.4613044772,i.18162784.4613044772,"=HYPERLINK(""https://cf.shopee.com.my/file/3f17a7efc76a11a2cec22314065855f8"")"
6,TOBOT ATHLON MINI THETA ORIGINAL,65.17,toyzgalaxy.my,https://shopee.com.my/TOBOT-ATHLON-MINI-THETA-ORIGINAL-i.267755375.4636643188,i.267755375.4636643188,"=HYPERLINK(""https://cf.shopee.com.my/file/4e8586a0bee14cc45f59968429ea4bd0"")"
7,Ready stock ‼️Mini Tobot,8.00,ice160724,https://shopee.com.my/Ready-stock-%E2%80%BC%EF%B8%8FMini-Tobot-i.63050776.4632197175,i.63050776.4632197175,"=HYPERLINK(""https://cf.shopee.com.my/file/a78fb26fe185659e6da430f127c08e15"")"
8,【Ready Stock】 【Lowest Price】 gundam hg tobot ♚Moulder Soul MJH HIRM 1 100 EW Flying Wing Gundam (tanpa rambut) Dengan platform Model pemasangan Gundam♚,210.30 - 220.48,shouchengt.my,https://shopee.com.my/%E3%80%90Ready-Stock%E3%80%91-%E3%80%90Lowest-Price%E3%80%91-gundam-hg-tobot-%E2%99%9AMoulder-Soul-MJH-HIRM-1-100-EW-Flying-Wing-Gundam-(tanpa-rambut)-Dengan-platform-Model-pemasangan-Gundam%E2%99%9A-i.168883327.4636573786,i.168883327.4636573786,"=HYPERLINK(""https://cf.shopee.com.my/file/9a964915120c9657010c8de374fa388b"")"
9,tobot 【NEW ARRIVAL】 【Ready Stock】 Transformer McDonald's KFC Burger Fries Cake Food Robot Set Hadiah Mainan Kanak kanak,51.47 - 98.76,shizaishen.my,https://shopee.com.my/tobot-%E3%80%90NEW-ARRIVAL%E3%80%91-%E3%80%90Ready-Stock%E3%80%91-Transformer-McDonald's-KFC-Burger-Fries-Cake-Food-Robot-Set-Hadiah-Mainan-Kanak-kanak-i.169213484.4636728470,i.169213484.4636728470,"=HYPERLINK(""https://cf.shopee.com.my/file/ba877aa99c2788f97a8e03721f546c3f"")"
